area	x	y	region	density	0-18	19-65	65+	Male	Female
S02002430	-181.948	3846.56	S08000032	1	2000	4000	2000	50	50
S02002431	-182.47	3846.58	S08000032	1	2000	4000	2000	50	50
S02002432	-182.436	3847	S08000032	1	2000	4000	2000	50	50
S02002433	-182.34	3847.44	S08000032	1	2000	4000	2000	50	50
S02002434	-181.63	3847.19	S08000032	1	2000	4000	2000	50	50
S02002435	-181.115	3846.72	S08000032	1	2000	4000	2000	50	50
S02002436	-189.71	3865.47	S08000019	1	2000	4000	2000	50	50
S02002437	-189.844	3869.33	S08000019	1	2000	4000	2000	50	50
S02002438	-181.012	3871.62	S08000019	1	2000	4000	2000	50	50
S02002439	-172.599	3871.44	S08000019	1	2000	4000	2000	50	50
S02002440	-169.015	3869.11	S08000019	1	2000	4000	2000	50	50
S02002441	-167.965	3869.7	S08000019	1	2000	4000	2000	50	50
S02002442	-168.251	3871.22	S08000019	1	2000	4000	2000	50	50
S02002443	-169.818	3870.18	S08000019	1	2000	4000	2000	50	50
S02002444	-170.485	3870.31	S08000019	1	2000	4000	2000	50	50
S02002445	-170.619	3870.84	S08000019	1	2000	4000	2000	50	50
S02002446	-171.274	3870.86	S08000019	1	2000	4000	2000	50	50
S02002447	-171.201	3871.66	S08000019	1	2000	4000	2000	50	50
S02002448	-170.285	3871.91	S08000019	1	2000	4000	2000	50	50
S02002449	-171.101	3872.35	S08000019	1	2000	4000	2000	50	50
S02002450	-171.669	3872.97	S08000019	1	2000	4000	2000	50	50
S02002451	-171.157	3873.34	S08000019	1	2000	4000	2000	50	50
S02002452	-170.634	3873.47	S08000019	1	2000	4000	2000	50	50
S02002453	-171.209	3874.49	S08000019	1	2000	4000	2000	50	50
S02002454	-170.487	3872.74	S08000019	1	2000	4000	2000	50	50
S02002455	-171.87	3877.39	S08000019	1	2000	4000	2000	50	50
S02002456	-172.435	3876.71	S08000019	1	2000	4000	2000	50	50
S02002457	-178.65	3875.96	S08000019	1	2000	4000	2000	50	50
S02002458	-183.264	3880.6	S08000019	1	2000	4000	2000	50	50
S02002459	-191.661	3887.47	S08000019	1	2000	4000	2000	50	50
S02002460	-190.655	3856.83	S08000031	1	2000	4000	2000	50	50
S02002461	-191.397	3857.34	S08000031	1	2000	4000	2000	50	50
S02002462	-190.773	3857.57	S08000031	1	2000	4000	2000	50	50
S02002463	-191.605	3858.05	S08000031	1	2000	4000	2000	50	50
S02002464	-191.464	3858.54	S08000031	1	2000	4000	2000	50	50
S02002465	-190.934	3859.04	S08000031	1	2000	4000	2000	50	50
S02002466	-191.907	3859.01	S08000031	1	2000	4000	2000	50	50
S02002467	-192.407	3858.11	S08000031	1	2000	4000	2000	50	50
S02002468	-193.36	3858.6	S08000031	1	2000	4000	2000	50	50
S02002469	-196.849	3860.04	S08000031	1	2000	4000	2000	50	50
S02002470	-197.669	3860.79	S08000031	1	2000	4000	2000	50	50
S02002471	-198.159	3860.2	S08000031	1	2000	4000	2000	50	50
S02002472	-199.27	3860.34	S08000031	1	2000	4000	2000	50	50
S02002473	-198.973	3862.39	S08000031	1	2000	4000	2000	50	50
S02002474	-198.356	3862.3	S08000031	1	2000	4000	2000	50	50
S02002475	-198.739	3863.22	S08000031	1	2000	4000	2000	50	50
S02002476	-199.059	3863.88	S08000031	1	2000	4000	2000	50	50
S02002477	-198.187	3864.62	S08000031	1	2000	4000	2000	50	50
S02002478	-160.914	3852.12	S08000024	1	2000	4000	2000	50	50
S02002479	-156.965	3853.11	S08000024	1	2000	4000	2000	50	50
S02002480	-154.791	3853.99	S08000024	1	2000	4000	2000	50	50
S02002481	-153.503	3855.31	S08000024	1	2000	4000	2000	50	50
S02002482	-152.247	3855	S08000024	1	2000	4000	2000	50	50
S02002483	-152.349	3855.9	S08000024	1	2000	4000	2000	50	50
S02002484	-150.357	3856.07	S08000024	1	2000	4000	2000	50	50
S02002485	-150.047	3856.66	S08000024	1	2000	4000	2000	50	50
S02002486	-151.891	3857.87	S08000024	1	2000	4000	2000	50	50
S02002487	-151.791	3856.97	S08000024	1	2000	4000	2000	50	50
S02002488	-153.084	3856.49	S08000024	1	2000	4000	2000	50	50
S02002489	-153.811	3856.4	S08000024	1	2000	4000	2000	50	50
S02002490	-152.915	3857.01	S08000024	1	2000	4000	2000	50	50
S02002491	-153.256	3857.49	S08000024	1	2000	4000	2000	50	50
S02002492	-154.542	3857.5	S08000024	1	2000	4000	2000	50	50
S02002493	-154.724	3857.13	S08000024	1	2000	4000	2000	50	50
S02002494	-154.261	3857.11	S08000024	1	2000	4000	2000	50	50
S02002495	-156.43	3855.55	S08000024	1	2000	4000	2000	50	50
S02002496	-157.342	3855.32	S08000024	1	2000	4000	2000	50	50
S02002497	-159.426	3854.45	S08000024	1	2000	4000	2000	50	50
S02002498	-160.34	3854.68	S08000024	1	2000	4000	2000	50	50
S02002499	-161.031	3854.79	S08000024	1	2000	4000	2000	50	50
S02002500	-160.792	3857.13	S08000024	1	2000	4000	2000	50	50
S02002501	-160.457	3856.64	S08000024	1	2000	4000	2000	50	50
S02002502	-157.926	3856.2	S08000024	1	2000	4000	2000	50	50
S02002503	-156.822	3857.1	S08000024	1	2000	4000	2000	50	50
S02002504	-158.056	3857.24	S08000024	1	2000	4000	2000	50	50
S02002505	-158.801	3857.26	S08000024	1	2000	4000	2000	50	50
S02002506	-161.699	3857.59	S08000024	1	2000	4000	2000	50	50
S02002507	-156.586	3861.75	S08000024	1	2000	4000	2000	50	50
S02002508	-157.29	3862.56	S08000024	1	2000	4000	2000	50	50
S02002509	-155.729	3862.7	S08000024	1	2000	4000	2000	50	50
S02002510	-151.329	3861.59	S08000024	1	2000	4000	2000	50	50
S02002511	-151.499	3859.59	S08000024	1	2000	4000	2000	50	50
S02002512	-152.601	3859.17	S08000024	1	2000	4000	2000	50	50
S02002513	-150.951	3859.31	S08000024	1	2000	4000	2000	50	50
S02002514	-150.515	3859.53	S08000024	1	2000	4000	2000	50	50
